0.408334,0.558927,0.087677,0.139199,0.131647,0.120477,0.216940,0.118382,0.163961,0.800371,0.411308,0.498759,0.324826,0.356107,0.567785,0.289043,0.163773,0.178624,0.489586,0.384807,0.620150,0.159436,0.155693,0.694668,0.147060,0.607527,0.322126,0.165323,0.805793,0.169938,0.267620,0.258650,0.370665,0.451463,0.246409,0.143078,0.442932,0.556394,0.521758,0.182670,0.202598,0.568585,0.228046,0.464764,0.584001,0.213204,0.173273,0.423146,0.166210,0.217819,0.222222,0.268562,0.762112,0.600715,0.119345,0.316115,0.411533,0.480015,0.396409,0.457711,0.582031,0.070798,0.507986,0.845190,0.857140,0.343728,0.420221,0.822180,0.364142,0.549532,0.162284,0.636817,0.569723,0.308304,0.206160,0.235646,0.442199,0.298683,0.424731,0.569466,0.762544,0.180530,0.474518,0.098598,0.462376,0.379190,0.757283,0.796878,0.405864,0.309760,0.799994,0.499125,0.415620,0.535963,0.225766,0.480431,0.203504,0.493395,0.296778,0.285121
0.174348,0.816396,0.098644,0.366075,0.077322,0.044151,0.424105,0.088419,0.162216,0.822548,0.675409,0.586530,0.168480,0.230605,0.183347,0.127313,0.045980,0.268884,0.676343,0.000000,0.507250,0.154815,0.045508,0.140803,0.284399,0.931287,0.087635,0.225154,0.845899,0.000000,0.151459,0.000000,0.000000,0.863013,0.083219,0.219420,0.216011,0.000000,0.122319,0.000000,0.193119,0.074008,0.174691,0.315797,0.000000,0.232012,0.000000,0.216865,0.189976,0.000000,0.111111,0.080267,0.800520,0.235014,0.590907,0.516490,0.515204,0.118136,0.179691,0.115586,0.466390,0.054703,0.764096,0.504118,1.000000,0.211949,0.082710,0.264054,0.128397,0.352643,0.108666,0.688407,0.955351,0.317600,0.503100,0.000000,0.345591,0.367615,0.091304,0.779619,0.794512,0.279465,0.080216,0.046115,0.321817,0.000000,0.595705,0.558253,0.923229,0.664327,0.282996,0.129792,0.025766,0.077378,0.000000,0.093475,0.167737,0.667800,0.143448,0.000000
0.219865,0.958363,0.111760,0.256420,0.080380,0.071331,0.208405,0.104348,0.213833,0.924077,0.637235,0.900221,0.139099,0.188241,0.110170,0.205131,0.172249,0.226587,0.656561,0.000000,0.468770,0.078358,0.076434,0.286961,0.419112,0.859105,0.138631,0.117541,0.947098,0.000000,0.142978,0.000000,0.000000,0.865688,0.127469,0.149659,0.244614,0.000000,0.090782,0.000000,0.100976,0.205693,0.101030,0.326349,0.000000,0.127021,0.000000,0.252948,0.083039,0.000000,0.111111,0.154270,0.795466,0.257821,0.537538,0.476174,0.374652,0.134385,0.155198,0.155077,0.484629,0.106195,0.734881,0.469602,0.000000,0.088113,0.143804,0.123951,0.170022,0.352643,0.124557,0.794022,0.856358,0.343531,0.647684,0.000000,0.180259,0.276031,0.145166,0.756486,0.826336,0.126122,0.206283,0.138719,0.274023,0.000000,0.567811,0.617970,0.850318,0.739530,0.240137,0.515450,0.151712,0.159260,0.000000,0.110378,0.087259,0.732278,0.191188,0.000000
0.409837,0.769886,0.426437,0.118754,0.204610,0.166210,0.068111,0.386517,0.164575,0.637518,0.446277,0.743443,0.268475,0.337358,0.076270,0.369085,0.373823,0.366790,0.471379,0.425080,0.185790,0.126627,0.334675,0.216185,0.408085,0.900416,0.301534,0.125349,0.736062,0.140596,0.273964,0.118370,0.077923,0.628762,0.263160,0.249389,0.436330,0.691263,0.215800,0.084991,0.146729,0.355175,0.168466,0.454897,0.368431,0.226164,0.039537,0.359710,0.284377,0.132663,0.444444,0.287533,0.199254,0.527928,0.214398,0.191314,0.198842,0.381719,0.317703,0.498592,0.563666,0.734506,0.560137,0.630150,0.500000,0.280463,0.220188,0.302955,0.272771,0.352643,0.276062,0.625776,0.764064,0.352324,0.232836,0.111133,0.311832,0.228262,0.457292,0.599513,0.450658,0.218387,0.482642,0.457373,0.351082,1.000000,0.706569,0.508223,0.711609,0.705721,0.346193,0.618982,0.209644,0.247298,0.117614,0.410765,0.234035,0.649684,0.226304,0.255842
0.325874,0.749304,0.259678,0.237836,0.098110,0.084422,0.243731,0.216303,0.210560,0.671122,0.456191,0.708027,0.314386,0.290670,0.194916,0.242622,0.170812,0.238268,0.458209,0.308052,0.330450,0.111175,0.183878,0.736459,0.187504,0.552411,0.312469,0.150012,0.705080,0.202261,0.278084,0.176478,0.342859,0.445713,0.299604,0.215751,0.405564,0.631820,0.236048,0.158457,0.164866,0.299335,0.126252,0.257111,0.419526,0.159910,0.158096,0.289175,0.289085,0.186511,0.333333,0.414553,0.518727,0.492301,0.251476,0.347398,0.414446,0.417954,0.188652,0.496596,0.528669,0.345140,0.503618,0.795956,0.142860,0.215973,0.401011,0.401809,0.381983,0.455714,0.286588,0.667820,0.657327,0.528513,0.104512,0.496871,0.397443,0.278036,0.399653,0.597537,0.597129,0.154059,0.459643,0.311971,0.469000,0.334620,0.662800,0.673673,0.540196,0.386696,0.517363,0.446166,0.283535,0.278006,0.303429,0.588696,0.188133,0.699286,0.344692,0.317254
0.560895,0.486388,0.412726,0.021419,0.351127,0.305720,0.042704,0.360679,0.127701,0.538348,0.546395,0.353679,0.449087,0.513179,0.084746,0.474445,0.471213,0.284187,0.451162,0.254931,0.000000,0.194736,0.499687,0.414863,0.224266,0.588831,0.245473,0.292679,0.597359,0.269423,0.421732,0.203750,0.179110,0.523495,0.367011,0.442844,0.477584,0.744811,0.332811,0.142079,0.237116,0.483728,0.285142,0.484559,0.267882,0.417614,0.442270,0.313410,0.344917,0.272782,0.444444,0.313875,0.201739,0.465453,0.130370,0.065550,0.176603,0.481864,0.515784,0.475496,0.725466,0.911520,0.406116,0.781417,0.600000,0.086853,0.242520,0.462927,0.263526,0.466784,0.139483,0.398532,0.592481,0.528513,0.088788,0.102236,0.445455,0.172348,0.548314,0.319389,0.485116,0.198942,0.540444,0.668682,0.510052,1.000000,0.806099,0.731755,0.507664,0.455990,0.448407,0.636129,0.279138,0.375576,0.130742,0.448301,0.063531,0.328299,0.261150,0.135793
0.307508,0.789608,0.364898,0.360429,0.126998,0.091318,0.362432,0.360876,0.328618,0.680746,0.412028,0.755806,0.239538,0.253133,0.135592,0.233698,0.137234,0.411144,0.459879,0.105922,0.365310,0.091374,0.124237,0.291114,0.286763,0.813493,0.301285,0.171817,0.698570,0.210893,0.215126,0.177555,0.097036,0.615556,0.276201,0.251598,0.473552,0.636594,0.187921,0.127486,0.095728,0.200047,0.113889,0.415337,0.446617,0.159257,0.183147,0.322770,0.149023,0.198994,0.333333,0.279386,0.282781,0.426621,0.283877,0.359342,0.379889,0.337831,0.187261,0.353459,0.536579,0.424785,0.542580,0.580430,0.307690,0.306917,0.257334,0.280064,0.275713,0.207172,0.232239,0.744049,0.593643,0.405191,0.538792,0.169418,0.291544,0.223083,0.376405,0.675234,0.634134,0.221224,0.369433,0.134349,0.380337,0.718750,0.645412,0.648370,0.626668,0.640973,0.203462,0.357089,0.213462,0.257898,0.308362,0.775150,0.442106,0.827420,0.321995,0.154114
0.332726,0.840760,0.239910,0.277481,0.107003,0.086076,0.288177,0.258253,0.268829,0.677764,0.633450,0.795612,0.239052,0.286597,0.101695,0.199493,0.170018,0.309884,0.609542,0.191652,0.298440,0.138860,0.092129,0.072789,0.286763,0.952896,0.111281,0.204686,0.819485,0.140596,0.193294,0.118370,0.103897,0.732977,0.131087,0.298885,0.242370,0.636945,0.098040,0.084991,0.079429,0.130569,0.153210,0.187888,0.210531,0.132585,0.257526,0.291927,0.177459,0.132663,0.444444,0.106610,0.487301,0.274543,0.343397,0.436120,0.362297,0.205912,0.209744,0.155113,0.578140,0.371670,0.680109,0.500388,1.000000,0.135212,0.215261,0.139940,0.246443,0.352643,0.207207,0.792753,0.838112,0.449239,0.504694,0.000000,0.426805,0.264043,0.093180,0.717089,0.595001,0.177675,0.106926,0.127343,0.304025,0.405800,0.663429,0.613483,0.762725,0.872407,0.102732,0.235521,0.158266,0.233700,0.000000,0.328729,0.106303,0.701111,0.185241,0.000000
0.241721,0.767308,0.137486,0.288774,0.358148,0.341978,0.563969,0.180779,0.743330,0.831833,0.418087,0.706271,0.311440,0.327386,0.338974,0.769710,0.173216,0.685126,0.503462,0.591605,0.573170,0.153924,0.332000,0.486398,0.238964,0.741172,0.312185,0.252101,0.859654,0.257894,0.408474,0.262710,0.167248,0.580130,0.225685,0.230854,0.392686,0.679932,0.564950,0.136410,0.263788,0.649118,0.330295,0.563680,0.280983,0.382653,0.176943,0.675903,0.319771,0.252723,0.333333,0.375017,0.703129,0.589800,0.234471,0.046611,0.368567,0.312586,0.575848,0.457319,0.476832,0.141592,0.457611,0.667579,0.533330,0.336065,0.296668,0.905638,0.358707,0.250485,0.228673,0.153240,0.613150,0.563740,0.125622,0.215799,0.444149,0.382763,0.397706,0.525613,0.743962,0.566668,0.507130,0.816094,0.529786,0.579930,0.652294,0.666062,0.498006,0.383941,0.528830,0.460396,0.326653,0.370852,0.204489,0.502652,0.288687,0.584111,0.327591,0.445209
0.192109,0.906223,0.162210,0.324479,0.065716,0.068200,0.288319,0.231038,0.203381,0.769194,0.662402,0.882454,0.135919,0.135264,0.118643,0.218680,0.149602,0.275729,0.635828,0.171139,0.312800,0.099440,0.067395,0.087661,0.352943,0.910510,0.099470,0.100732,0.871267,0.210893,0.132480,0.177555,0.205715,0.802881,0.136954,0.297833,0.240939,0.676037,0.037016,0.127486,0.119893,0.034541,0.095454,0.316451,0.074435,0.127298,0.174000,0.245320,0.269649,0.198994,0.222222,0.175278,0.532791,0.212439,0.385301,0.401507,0.437423,0.190569,0.095935,0.248280,0.505248,0.238939,0.823126,0.412571,0.000000,0.070862,0.136810,0.120316,0.195595,0.487828,0.232320,0.601972,0.877796,0.405191,0.182420,0.956214,0.276030,0.196476,0.042790,0.825556,0.632629,0.166477,0.106750,0.145897,0.356673,0.528020,0.491259,0.481006,0.832122,0.853969,0.214758,0.129858,0.145245,0.185309,0.300000,0.260448,0.069183,0.798832,0.167641,0.526972
